No,Rank,Gender,Flavor,Juiciness,Tenderness,Umami,Palability,Marbling,Color,Texture,Surface Moisture,Total,Name,2,3,1+,1++
71744,2,Female,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_071744.jpg,1,0,0,0
71769,2,Steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_071769.jpg,1,0,0,0
71812,2,Steer,2.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_071812.jpg,1,0,0,0
71815,2,Female,2.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,QC_cow_segmentation_2_071815.jpg,1,0,0,0
71827,2,Steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_071827.jpg,1,0,0,0
71828,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_071828.jpg,1,0,0,0
71852,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_071852.jpg,1,0,0,0
71853,2,Steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_071853.jpg,1,0,0,0
71859,2,Female,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_071859.jpg,1,0,0,0
71865,2,Female,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_071865.jpg,1,0,0,0
71878,2,Steer,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_071878.jpg,1,0,0,0
71918,2,Steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_071918.jpg,1,0,0,0
71942,2,Female,4.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_071942.jpg,1,0,0,0
71969,2,Steer,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_071969.jpg,1,0,0,0
71975,2,Steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_071975.jpg,1,0,0,0
71996,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_071996.jpg,1,0,0,0
71998,2,Steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_071998.jpg,1,0,0,0
72002,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_072002.jpg,1,0,0,0
72004,2,Steer,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_072004.jpg,1,0,0,0
72036,2,Female,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_072036.jpg,1,0,0,0
72075,2,Steer,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_072075.jpg,1,0,0,0
72081,2,Steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072081.jpg,1,0,0,0
72087,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_072087.jpg,1,0,0,0
72095,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_072095.jpg,1,0,0,0
72128,2,Steer,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_072128.jpg,1,0,0,0
72187,2,Steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_072187.jpg,1,0,0,0
72188,2,Female,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_072188.jpg,1,0,0,0
72189,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072189.jpg,1,0,0,0
72200,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072200.jpg,1,0,0,0
72223,2,Steer,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_072223.jpg,1,0,0,0
72232,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072232.jpg,1,0,0,0
72265,2,Steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072265.jpg,1,0,0,0
72270,2,Steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072270.jpg,1,0,0,0
72276,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072276.jpg,1,0,0,0
72290,2,Female,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_072290.jpg,1,0,0,0
72299,2,Steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072299.jpg,1,0,0,0
72303,2,Female,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072303.jpg,1,0,0,0
72305,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072305.jpg,1,0,0,0
72307,2,Steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_072307.jpg,1,0,0,0
72323,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072323.jpg,1,0,0,0
72333,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_072333.jpg,1,0,0,0
72345,2,Steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_072345.jpg,1,0,0,0
72366,2,Steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_072366.jpg,1,0,0,0
72381,2,Steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_072381.jpg,1,0,0,0
72385,2,Female,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_072385.jpg,1,0,0,0
72393,2,Female,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_072393.jpg,1,0,0,0
72396,2,Female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_072396.jpg,1,0,0,0
72437,2,Female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_072437.jpg,1,0,0,0
72477,2,Female,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_072477.jpg,1,0,0,0
72530,2,Steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_072530.jpg,1,0,0,0
72566,2,Steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_072566.jpg,1,0,0,0
72569,2,Steer,4.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_072569.jpg,1,0,0,0
72570,2,Female,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_072570.jpg,1,0,0,0
72603,2,Steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_072603.jpg,1,0,0,0
72606,2,Steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_072606.jpg,1,0,0,0
72637,2,Female,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_072637.jpg,1,0,0,0
72644,2,Steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_072644.jpg,1,0,0,0
72645,2,Female,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_072645.jpg,1,0,0,0
72664,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072664.jpg,1,0,0,0
72680,2,Female,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_072680.jpg,1,0,0,0
72686,2,Female,3.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,QC_cow_segmentation_2_072686.jpg,1,0,0,0
72690,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072690.jpg,1,0,0,0
72710,2,Steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_072710.jpg,1,0,0,0
72726,2,Steer,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,QC_cow_segmentation_2_072726.jpg,1,0,0,0
72732,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072732.jpg,1,0,0,0
72735,2,Female,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_072735.jpg,1,0,0,0
72739,2,Steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_072739.jpg,1,0,0,0
72751,2,Steer,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_072751.jpg,1,0,0,0
72759,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_072759.jpg,1,0,0,0
72803,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_072803.jpg,1,0,0,0
72806,2,Steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_072806.jpg,1,0,0,0
72845,2,Female,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072845.jpg,1,0,0,0
72874,2,Steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_072874.jpg,1,0,0,0
72898,2,Female,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_072898.jpg,1,0,0,0
72914,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072914.jpg,1,0,0,0
72935,2,Female,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_072935.jpg,1,0,0,0
72938,2,Steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_072938.jpg,1,0,0,0
72946,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_072946.jpg,1,0,0,0
72949,2,Steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_072949.jpg,1,0,0,0
72950,2,Steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_072950.jpg,1,0,0,0
72953,2,Steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_072953.jpg,1,0,0,0
72971,2,Steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_072971.jpg,1,0,0,0
72974,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_072974.jpg,1,0,0,0
73020,2,Steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073020.jpg,1,0,0,0
73068,2,Steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073068.jpg,1,0,0,0
73072,2,Female,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_073072.jpg,1,0,0,0
73077,2,Steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073077.jpg,1,0,0,0
73088,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073088.jpg,1,0,0,0
73098,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_073098.jpg,1,0,0,0
73101,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_073101.jpg,1,0,0,0
73122,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_073122.jpg,1,0,0,0
73164,2,Steer,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_073164.jpg,1,0,0,0
73165,2,Steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_073165.jpg,1,0,0,0
73171,2,Steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_073171.jpg,1,0,0,0
73181,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073181.jpg,1,0,0,0
73209,2,Female,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_073209.jpg,1,0,0,0
73210,2,Steer,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_073210.jpg,1,0,0,0
73227,2,Steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_073227.jpg,1,0,0,0
73238,2,Female,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_073238.jpg,1,0,0,0
73258,2,Female,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_073258.jpg,1,0,0,0
73261,2,Steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_073261.jpg,1,0,0,0
73268,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073268.jpg,1,0,0,0
73270,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_073270.jpg,1,0,0,0
73274,2,Steer,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073274.jpg,1,0,0,0
73283,2,Female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_073283.jpg,1,0,0,0
73302,2,Steer,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_073302.jpg,1,0,0,0
73320,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_073320.jpg,1,0,0,0
73335,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_073335.jpg,1,0,0,0
73336,2,Female,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_073336.jpg,1,0,0,0
73381,2,Steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_073381.jpg,1,0,0,0
73395,2,Steer,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_073395.jpg,1,0,0,0
73406,2,Steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_073406.jpg,1,0,0,0
73410,2,Female,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_073410.jpg,1,0,0,0
73429,2,Female,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_073429.jpg,1,0,0,0
73436,2,Steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_073436.jpg,1,0,0,0
73456,2,Steer,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_073456.jpg,1,0,0,0
73457,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073457.jpg,1,0,0,0
73486,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073486.jpg,1,0,0,0
73490,2,Steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_073490.jpg,1,0,0,0
73505,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073505.jpg,1,0,0,0
73536,2,Female,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073536.jpg,1,0,0,0
73563,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_073563.jpg,1,0,0,0
73565,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_073565.jpg,1,0,0,0
73619,2,Steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_073619.jpg,1,0,0,0
73629,2,Female,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_073629.jpg,1,0,0,0
73640,2,Female,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_073640.jpg,1,0,0,0
73643,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_073643.jpg,1,0,0,0
73650,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_073650.jpg,1,0,0,0
73677,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_073677.jpg,1,0,0,0
73703,2,Female,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_073703.jpg,1,0,0,0
73745,2,Female,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_073745.jpg,1,0,0,0
73781,2,Steer,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_073781.jpg,1,0,0,0
73848,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073848.jpg,1,0,0,0
73865,2,Steer,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_073865.jpg,1,0,0,0
73887,2,Steer,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_073887.jpg,1,0,0,0
73904,2,Steer,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_073904.jpg,1,0,0,0
73912,2,Steer,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_073912.jpg,1,0,0,0
73921,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073921.jpg,1,0,0,0
73933,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_073933.jpg,1,0,0,0
73961,2,Female,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_073961.jpg,1,0,0,0
74001,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_074001.jpg,1,0,0,0
74016,2,Steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_074016.jpg,1,0,0,0
74018,2,Steer,4.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_074018.jpg,1,0,0,0
74109,2,Steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_074109.jpg,1,0,0,0
74116,2,Steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_074116.jpg,1,0,0,0
74130,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_074130.jpg,1,0,0,0
74166,2,Steer,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,QC_cow_segmentation_2_074166.jpg,1,0,0,0
74174,2,Female,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_074174.jpg,1,0,0,0
74176,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_074176.jpg,1,0,0,0
74195,2,Female,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_074195.jpg,1,0,0,0
74214,2,Steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_074214.jpg,1,0,0,0
74232,2,Steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_074232.jpg,1,0,0,0
74236,2,Female,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_074236.jpg,1,0,0,0
74245,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_074245.jpg,1,0,0,0
74298,2,Steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_074298.jpg,1,0,0,0
74312,2,Female,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_074312.jpg,1,0,0,0
74338,2,Steer,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_074338.jpg,1,0,0,0
74358,2,Female,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_074358.jpg,1,0,0,0
74364,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_074364.jpg,1,0,0,0
74380,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_074380.jpg,1,0,0,0
74423,2,Steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_074423.jpg,1,0,0,0
74467,2,Steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_074467.jpg,1,0,0,0
74524,2,Female,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_074524.jpg,1,0,0,0
74530,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_074530.jpg,1,0,0,0
74539,2,Steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_074539.jpg,1,0,0,0
74541,2,Steer,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,QC_cow_segmentation_2_074541.jpg,1,0,0,0
74589,2,Steer,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_074589.jpg,1,0,0,0
74610,2,Female,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_074610.jpg,1,0,0,0
74622,2,Female,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_074622.jpg,1,0,0,0
74631,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_074631.jpg,1,0,0,0
74634,2,Female,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_074634.jpg,1,0,0,0
74669,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_074669.jpg,1,0,0,0
74671,2,Steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_074671.jpg,1,0,0,0
74682,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_074682.jpg,1,0,0,0
74693,2,Steer,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_074693.jpg,1,0,0,0
74695,2,Steer,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,QC_cow_segmentation_2_074695.jpg,1,0,0,0
74697,2,Steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_074697.jpg,1,0,0,0
74732,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_074732.jpg,1,0,0,0
74762,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_074762.jpg,1,0,0,0
74807,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_074807.jpg,1,0,0,0
74819,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_074819.jpg,1,0,0,0
